stream_index	book	chapter	verse	predication_id	previous_predication_id	finite_verb	finite_compact	subject_person	subject_number	subject_refinement_status	subject_refinement_source	continuity_status	continuity_source	independence_status	subordination_status	movement_status	movement_reason_count	movement_reasons
375	1corintios	7	39	1corintios-7-39-P03	1corintios-7-39-P02	κοιμηθῇ	V-APS-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"
376	1corintios	7	39	1corintios-7-39-P04	1corintios-7-39-P03	ἐστὶν	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"
377	1corintios	7	39	1corintios-7-39-P05	1corintios-7-39-P04	θέλει	V-PAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
378	1corintios	7	40	1corintios-7-40-P01	1corintios-7-39-P05	ἐστιν	V-PAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
379	1corintios	7	40	1corintios-7-40-P02	1corintios-7-40-P01	μείνῃ	V-AAS-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"
380	1corintios	7	40	1corintios-7-40-P03	1corintios-7-40-P02	δοκῶ	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"
381	1corintios	8	1	1corintios-8-1-P01	1corintios-7-40-P03	οἴδαμεν	V-XAI-1P	1	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""number_change"", ""subject_shift""]"
382	1corintios	8	1	1corintios-8-1-P02	1corintios-8-1-P01	ἔχομεν	V-PAI-1P	1	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"
383	1corintios	8	1	1corintios-8-1-P03	1corintios-8-1-P02	φυσιοῖ	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	candidate	not_detected	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"
384	1corintios	8	1	1corintios-8-1-P04	1corintios-8-1-P03	οἰκοδομεῖ	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	none	0	[]
385	1corintios	8	2	1corintios-8-2-P01	1corintios-8-1-P04	δοκεῖ	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"
386	1corintios	8	2	1corintios-8-2-P02	1corintios-8-2-P01	ἔγνω	V-AAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"
387	1corintios	8	2	1corintios-8-2-P03	1corintios-8-2-P02	δεῖ	V-PAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"
388	1corintios	8	3	1corintios-8-3-P01	1corintios-8-2-P03	ἀγαπᾷ	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	unresolved	candidate	none	0	[]
389	1corintios	8	3	1corintios-8-3-P02	1corintios-8-3-P01	ἔγνωσται	V-XPI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"
390	1corintios	8	4	1corintios-8-4-P01	1corintios-8-3-P02	οἴδαμεν	V-XAI-1P	1	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"
391	1corintios	8	5	1corintios-8-5-P01	1corintios-8-4-P01	εἰσὶν	V-PAI-3P	3	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"
392	1corintios	8	5	1corintios-8-5-P02	1corintios-8-5-P01	εἰσὶν	V-PAI-3P	3	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
393	1corintios	8	7	1corintios-8-7-P01	1corintios-8-5-P02	ἐσθίουσιν	V-PAI-3P	3	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"
394	1corintios	8	7	1corintios-8-7-P02	1corintios-8-7-P01	μολύνεται	V-PPI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	candidate	not_detected	strong	4	"[""independence_transition"", ""number_change"", ""subject_shift"", ""subordination_transition""]"
395	1corintios	8	8	1corintios-8-8-P01	1corintios-8-7-P02	παραστήσει	V-FAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
396	1corintios	8	8	1corintios-8-8-P02	1corintios-8-8-P01	φάγωμεν	V-AAS-1P	1	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"
397	1corintios	8	8	1corintios-8-8-P03	1corintios-8-8-P02	περισσεύομεν	V-PAI-1P	1	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"
398	1corintios	8	8	1corintios-8-8-P04	1corintios-8-8-P03	φάγωμεν	V-AAS-1P	1	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"
399	1corintios	8	8	1corintios-8-8-P05	1corintios-8-8-P04	ὑστερούμεθα	V-PPI-1P	1	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"
400	1corintios	8	9	1corintios-8-9-P01	1corintios-8-8-P05	βλέπετε	V-PAD-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"
401	1corintios	8	9	1corintios-8-9-P02	1corintios-8-9-P01	γένηται	V-AMS-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"
402	1corintios	8	10	1corintios-8-10-P01	1corintios-8-9-P02	ἴδῃ	V-AAS-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"
403	1corintios	8	10	1corintios-8-10-P02	1corintios-8-10-P01	οἰκοδομηθήσεται	V-FPI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"
404	1corintios	8	11	1corintios-8-11-P01	1corintios-8-10-P02	ἀπόλλυται	V-PPI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
405	1corintios	8	11	1corintios-8-11-P02	1corintios-8-11-P01	ἀπέθανεν	V-AAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	none	0	[]
406	1corintios	8	12	1corintios-8-12-P01	1corintios-8-11-P02	ἁμαρτάνετε	V-PAI-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"
407	1corintios	8	13	1corintios-8-13-P01	1corintios-8-12-P01	σκανδαλίζει	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	unresolved	candidate	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"
408	1corintios	8	13	1corintios-8-13-P02	1corintios-8-13-P01	φάγω	V-AAS-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"
409	1corintios	8	13	1corintios-8-13-P03	1corintios-8-13-P02	σκανδαλίσω	V-AAS-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"
410	1corintios	9	1	1corintios-9-1-P01	1corintios-8-13-P03	εἰμὶ	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"
411	1corintios	9	1	1corintios-9-1-P02	1corintios-9-1-P01	εἰμὶ	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
412	1corintios	9	1	1corintios-9-1-P03	1corintios-9-1-P02	ἑόρακα	V-XAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
413	1corintios	9	1	1corintios-9-1-P04	1corintios-9-1-P03	ἐστε	V-PAI-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"
414	1corintios	9	2	1corintios-9-2-P01	1corintios-9-1-P04	εἰμὶ	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"
415	1corintios	9	2	1corintios-9-2-P02	1corintios-9-2-P01	εἰμι	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"
416	1corintios	9	2	1corintios-9-2-P03	1corintios-9-2-P02	ἐστε	V-PAI-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"
417	1corintios	9	3	1corintios-9-3-P01	1corintios-9-2-P03	ἐστιν	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"
418	1corintios	9	4	1corintios-9-4-P01	1corintios-9-3-P01	ἔχομεν	V-PAI-1P	1	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"
419	1corintios	9	5	1corintios-9-5-P01	1corintios-9-4-P01	ἔχομεν	V-PAI-1P	1	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
420	1corintios	9	6	1corintios-9-6-P01	1corintios-9-5-P01	ἔχομεν	V-PAI-1P	1	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
421	1corintios	9	7	1corintios-9-7-P01	1corintios-9-6-P01	στρατεύεται	V-PMI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"
422	1corintios	9	7	1corintios-9-7-P02	1corintios-9-7-P01	φυτεύει	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	none	0	[]
423	1corintios	9	7	1corintios-9-7-P03	1corintios-9-7-P02	ἐσθίει	V-PAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
424	1corintios	9	7	1corintios-9-7-P04	1corintios-9-7-P03	ποιμαίνει	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	none	0	[]
425	1corintios	9	7	1corintios-9-7-P05	1corintios-9-7-P04	ἐσθίει	V-PAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
426	1corintios	9	8	1corintios-9-8-P01	1corintios-9-7-P05	λαλῶ	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"
427	1corintios	9	8	1corintios-9-8-P02	1corintios-9-8-P01	λέγει	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"
428	1corintios	9	9	1corintios-9-9-P01	1corintios-9-8-P02	γέγραπται	V-XPI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
429	1corintios	9	9	1corintios-9-9-P02	1corintios-9-9-P01	κημώσεις	V-FAI-2S	2	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"
430	1corintios	9	9	1corintios-9-9-P03	1corintios-9-9-P02	μέλει	V-PAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"
431	1corintios	9	10	1corintios-9-10-P01	1corintios-9-9-P03	λέγει	V-PAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
432	1corintios	9	10	1corintios-9-10-P02	1corintios-9-10-P01	ἐγράφη	V-API-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
433	1corintios	9	10	1corintios-9-10-P03	1corintios-9-10-P02	ὀφείλει	V-PAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"
434	1corintios	9	11	1corintios-9-11-P01	1corintios-9-10-P03	ἐσπείραμεν	V-AAI-1P	1	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"
435	1corintios	9	11	1corintios-9-11-P02	1corintios-9-11-P01	θερίσομεν	V-FAI-1P	1	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	none	0	[]
436	1corintios	9	12	1corintios-9-12-P01	1corintios-9-11-P02	μετέχουσιν	V-PAI-3P	3	P	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	unresolved	candidate	candidate	2	"[""person_change"", ""subject_shift""]"
437	1corintios	9	12	1corintios-9-12-P02	1corintios-9-12-P01	ἐχρησάμεθα	V-AMI-1P	1	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"
438	1corintios	9	12	1corintios-9-12-P03	1corintios-9-12-P02	στέγομεν	V-PAI-1P	1	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
439	1corintios	9	12	1corintios-9-12-P04	1corintios-9-12-P03	δῶμεν	V-AAS-1P	1	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"
440	1corintios	9	13	1corintios-9-13-P01	1corintios-9-12-P04	οἴδατε	V-XAI-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"
441	1corintios	9	13	1corintios-9-13-P02	1corintios-9-13-P01	ἐσθίουσιν	V-PAI-3P	3	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	strong	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"
